Date,Close,High,Low,Open,Volume
2025-03-01,37.08000183105469,41.939998626708984,36.0,39.0,56285900
2025-04-01,41.29999923706055,64.62000274658203,33.51499938964844,38.5,278877600
2025-05-01,111.30999755859375,130.75999450683594,44.029998779296875,47.025001525878906,533532200
2025-06-01,163.05999755859375,187.0,114.0,116.29499816894531,535138500
2025-07-01,114.12999725341797,166.22000122070312,100.80000305175781,162.77999877929688,262409100
2025-08-01,103.04000091552734,148.8000030517578,85.26000213623047,104.9000015258789,558594100
2025-09-01,136.85000610351562,142.6699981689453,84.4000015258789,96.62999725341797,710752900
2025-10-01,133.7100067138672,153.1999969482422,114.16999816894531,135.92999267578125,562558900
2025-11-01,73.12000274658203,133.8350067138672,65.22000122070312,133.8350067138672,628837000
2025-12-01,71.61000061035156,91.22000122070312,63.79999923706055,71.25,621274400
2026-01-01,93.19000244140625,114.44999694824219,73.16000366210938,73.93000030517578,599818000
2026-02-01,79.55999755859375,103.44000244140625,74.0,92.83499908447266,490105500
2026-03-01,77.47000122070312,88.75,67.1500015258789,76.61000061035156,495017900
2026-04-01,111.5999984741211,124.95999908447266,73.80999755859375,79.48999786376953,692164400
2026-05-01,109.52999877929688,138.25,94.81999969482422,114.11000061035156,575266800
2026-06-01,99.54000091552734,132.14999389648438,89.55000305175781,114.7750015258789,650394100
2026-07-01,71.7699966430664,95.13600158691406,60.54999923706055,88.86499786376953,600263800
2026-08-01,89.88999938964844,94.14990234375,69.88999938964844,70.55500030517578,63894352
